ZIP code,State,City,Average annual cost,Percent difference from national average
33827,Florida,Babson Park,2715,43
33830,Florida,Bartow,2716,43
33834,Florida,Bowling Green,2485,31
33835,Florida,Bradley,2708,43
33837,Florida,Davenport,2722,43
33838,Florida,Dundee,2722,43
33839,Florida,Eagle Lake,2712,43
33840,Florida,Eaton Park,2708,43
33841,Florida,Fort Meade,2716,43
33843,Florida,Frostproof,2720,43
33844,Florida,Haines City,2717,43
33847,Florida,Homeland,2708,43
33848,Florida,Intercession City,3033,60
33849,Florida,Kathleen,2715,43
33850,Florida,Lake Alfred,2732,44
33851,Florida,Lake Hamilton,2726,44
33852,Florida,Lake Placid,2302,21
33853,Florida,Lake Wales,2712,43
33854,Florida,Lakeshore,2708,43
33855,Florida,Indian Lake Estates,2708,43
33856,Florida,Nalcrest,2708,43
33857,Florida,Lorida,2303,21
33859,Florida,Lake Wales,2715,43
33860,Florida,Fuller Heights,2720,43
33863,Florida,Nichols,2708,43
33865,Florida,Ona,2414,27
33867,Florida,River Ranch,2708,43
33868,Florida,Polk City,2727,44
33870,Florida,Sebring,2299,21
33872,Florida,Sebring,2299,21
33873,Florida,Wauchula,2408,27
33875,Florida,Sebring,2301,21
33876,Florida,Sebring,2302,21
33880,Florida,Winter Haven,2727,44
33881,Florida,Winter Haven,2737,44
33884,Florida,Winter Haven,2726,44
33890,Florida,Zolfo Springs,2417,27
33896,Florida,Loughman,2725,43
33897,Florida,Davenport,2708,43
33898,Florida,Lake Wales,2715,43
33901,Florida,Fort Myers,2295,21
33903,Florida,North Fort Myers,2297,21
33904,Florida,Cape Coral,2247,18
33905,Florida,Fort Myers,2293,21
33907,Florida,Fort Myers,2291,21
33908,Florida,Iona,2249,18
33909,Florida,Cape Coral,2294,21
33912,Florida,Fort Myers,2289,21
33913,Florida,Fort Myers,2292,21
33914,Florida,Cape Coral,2161,14
33916,Florida,Fort Myers,2292,21
33917,Florida,North Fort Myers,2302,21
33919,Florida,Cypress Lake,2245,18
33920,Florida,Alva,2303,21
33921,Florida,Boca Grande,2188,15
33922,Florida,Bokeelia,2185,15
33924,Florida,Captiva,2183,15
33927,Florida,El Jobean,2001,5
33928,Florida,Estero,2140,13
33930,Florida,Felda,2686,41
33931,Florida,Fort Myers Beach,2175,15
33935,Florida,Labelle,2685,41
33936,Florida,Lehigh Acres,2300,21
33938,Florida,Murdock,2004,6
33944,Florida,Palmdale,2332,23
33945,Florida,Pineland,2151,13
33946,Florida,Placida,1975,4
33947,Florida,Rotonda,1979,4
33948,Florida,Port Charlotte,2122,12
33950,Florida,Punta Gorda,1974,4
33952,Florida,Port Charlotte,2019,6
33953,Florida,Port Charlotte,2111,11
33954,Florida,Port Charlotte,2148,13
33955,Florida,Punta Gorda,2087,10
33956,Florida,St. James City,2184,15
33957,Florida,Sanibel,2181,15
33960,Florida,Venus,2296,21
33965,Florida,Fort Myers,2259,19
33966,Florida,Fort Myers,2289,21
33967,Florida,San Carlos Park,2283,20
33971,Florida,Lehigh Acres,2298,21
33972,Florida,Lehigh Acres,2301,21
33973,Florida,Lehigh Acres,2296,21
33974,Florida,Lehigh Acres,2298,21
33976,Florida,Lehigh Acres,2297,21
33980,Florida,Punta Gorda,1984,4
33981,Florida,Port Charlotte,1987,5
33982,Florida,Punta Gorda,2114,11
33983,Florida,Punta Gorda,2109,11
33990,Florida,Cape Coral,2298,21
33991,Florida,Cape Coral,2271,20
33993,Florida,Cape Coral,2180,15
34102,Florida,Naples,2582,36
34103,Florida,Naples,2580,36
34104,Florida,Naples,2444,29
34105,Florida,Naples,2438,28
34108,Florida,Pelican Bay,2578,36
34109,Florida,Naples,2434,28
34110,Florida,Naples,2437,28
34112,Florida,Naples,2556,35
34113,Florida,Naples Manor,2562,35
34114,Florida,Naples,2568,35
34116,Florida,Golden Gate,2492,31
34117,Florida,Naples,2495,31
34119,Florida,Naples,2488,31
34120,Florida,Naples,2500,32
34134,Florida,Bonita Springs,2136,12
34135,Florida,Bonita Springs,2225,17
34137,Florida,Copeland,2446,29
34138,Florida,Chokoloskee,2566,35
34139,Florida,Everglades City,2566,35
34140,Florida,Goodland,2566,35
34141,Florida,Ochopee,2631,39
34142,Florida,Immokalee,2503,32
34145,Florida,Marco Island,2578,36
34201,Florida,Bradenton,1663,-12
34202,Florida,Bradenton,1658,-13
34203,Florida,Bradenton,1682,-11
34205,Florida,Bradenton,1679,-12
34207,Florida,Bayshore Gardens,1673,-12
34208,Florida,Bradenton,1661,-13
34209,Florida,Bradenton,1938,2
34210,Florida,Bradenton,1673,-12
34211,Florida,Bradenton,1664,-12
34212,Florida,Bradenton,1664,-12
34215,Florida,Cortez,2027,7
34216,Florida,Anna Maria,2005,6
34217,Florida,Holmes Beach,2004,6
34219,Florida,Parrish,1670,-12
34221,Florida,Palmetto,1678,-12
34222,Florida,Ellenton,1663,-12
34223,Florida,Englewood,1787,-6
34224,Florida,Englewood,1945,2
34228,Florida,Longboat Key,1793,-6
34229,Florida,Osprey,1779,-6
34231,Florida,Gulf Gate Estates,1839,-3
34232,Florida,Sarasota Springs,1848,-3
34233,Florida,Bee Ridge,1846,-3
34234,Florida,Sarasota,1775,-7
34235,Florida,The Meadows,1835,-3
34236,Florida,Sarasota,1775,-7
34237,Florida,Sarasota,1843,-3
34238,Florida,Sarasota,1840,-3
34239,Florida,Southgate,1844,-3
34240,Florida,Sarasota,1847,-3
34241,Florida,Sarasota,1849,-3
34242,Florida,Siesta Key,1775,-7
34243,Florida,Sarasota,1948,3
34250,Florida,Terra Ceia,2010,6
34251,Florida,Myakka City,1670,-12
34264,Florida,Oneco,1708,-10
34266,Florida,Arcadia,2379,25
34267,Florida,Fort Ogden,2373,25
34269,Florida,Arcadia,2383,25
34270,Florida,Tallevast,1708,-10
34275,Florida,Laurel,1781,-6
34285,Florida,Venice,1784,-6
34286,Florida,North Port,1873,-1
34287,Florida,North Port,1868,-2
34288,Florida,North Port,1874,-1
34289,Florida,North Port,1875,-1
34291,Florida,North Port,1867,-2
34292,Florida,Venice,1841,-3
34293,Florida,South Venice,1784,-6
34420,Florida,Belleview,1940,2
34428,Florida,Crystal River,2269,19
34429,Florida,Crystal River,2335,23
34431,Florida,Dunnellon,1961,3
34432,Florida,Dunnellon,1943,2
34433,Florida,Dunnellon,2289,21
34434,Florida,Citrus Springs,2310,22
34436,Florida,Floral City,2287,20
34442,Florida,Hernando,2286,20
34445,Florida,Holder,2327,23
34446,Florida,Sugarmill Woods,2238,18
34448,Florida,Homosassa Springs,2328,23
34449,Florida,Inglis,2751,45
34450,Florida,Inverness,2288,20
34452,Florida,Inverness Highlands South,2289,21
34453,Florida,Inverness,2281,20
34461,Florida,Lecanto,2271,20
34465,Florida,Pine Ridge,2287,20
34470,Florida,Ocala,1942,2
34471,Florida,Ocala,1943,2
34472,Florida,Ocala,1944,2
34473,Florida,Ocala,1954,3
34474,Florida,Ocala,1942,2
34475,Florida,Ocala,1944,2
34476,Florida,Ocala,1947,3
34479,Florida,Ocala,1940,2
34480,Florida,Ocala,1943,2
34481,Florida,Ocala,1949,3
34482,Florida,Ocala,1942,2
34484,Florida,Oxford,1976,4
34488,Florida,Silver Springs,1942,2
34491,Florida,Summerfield,1938,2
34498,Florida,Yankeetown,2757,45
34601,Florida,Brooksville,2127,12
34602,Florida,Brooksville,2132,12
34604,Florida,Spring Hill,2092,10
34606,Florida,Spring Hill,2110,11
34607,Florida,Spring Hill,2221,17
34608,Florida,Spring Hill,2113,11
34609,Florida,Spring Hill,2090,10
34610,Florida,Shady Hills,2224,17
34613,Florida,North Weeki Wachee,2194,16
34614,Florida,Brooksville,2214,17
34636,Florida,Istachatta,2205,16
34637,Florida,Land O' Lakes,2267,19
34638,Florida,Land O' Lakes,2218,17
34639,Florida,Land O' Lakes,2219,17
34652,Florida,New Port Richey,2549,34
34653,Florida,New Port Richey,2238,18
34654,Florida,New Port Richey,2233,18
34655,Florida,New Port Richey,2230,17
34660,Florida,Ozona,2006,6
34661,Florida,Nobleton,2205,16
34667,Florida,Hudson,2537,34
34668,Florida,Jasmine Estates,2550,34
34669,Florida,Hudson,2228,17
34677,Florida,Oldsmar,1880,-1
34679,Florida,Aripeka,2535,33
34681,Florida,Crystal Beach,2030,7
34683,Florida,Palm Harbor,2023,7
34684,Florida,Palm Harbor,1870,-2
34685,Florida,East Lake,1873,-1
34688,Florida,East Lake,1856,-2
34689,Florida,Tarpon Springs,1871,-1
34690,Florida,Holiday,2538,34
34691,Florida,Holiday,2545,34
34695,Florida,Safety Harbor,1864,-2
34698,Florida,Dunedin,2027,7
34705,Florida,Astatula,2011,6
34711,Florida,Clermont,2022,6
34714,Florida,Four Corners,2032,7
34715,Florida,Minneola,2021,6
34729,Florida,Ferndale,2037,7
34731,Florida,Fruitland Park,1998,5
34734,Florida,Gotha,2826,49
34736,Florida,Groveland,2019,6
34737,Florida,Howey-in-the-Hills,2014,6
34739,Florida,Kenansville,3010,59
34740,Florida,Killarney,2827,49
34741,Florida,Kissimmee,3027,59
34743,Florida,Buenaventura Lakes,3029,60
34744,Florida,Kissimmee,3029,60
34746,Florida,Kissimmee,3026,59
34747,Florida,Four Corners,3018,59
34748,Florida,Leesburg,2006,6
34753,Florida,Mascotte,2010,6
34756,Florida,Montverde,2042,8
34758,Florida,Poinciana,3035,60
34759,Florida,Poinciana,2706,42
34761,Florida,Ocoee,2840,50
34762,Florida,Okahumpka,2026,7
34769,Florida,St. Cloud,3026,59
34771,Florida,St. Cloud,3011,59
34772,Florida,St. Cloud,3022,59
34773,Florida,St. Cloud,3011,59
34785,Florida,Wildwood,1964,3
34786,Florida,Lake Butler,2804,48
34787,Florida,Winter Garden,2808,48
34788,Florida,Leesburg,1999,5
34797,Florida,Yalaha,1993,5
34945,Florida,Fort Pierce,2710,43
34946,Florida,Fort Pierce North,2816,48
34947,Florida,Fort Pierce,2825,49
34949,Florida,Fort Pierce,3057,61
34950,Florida,Fort Pierce,3045,60
34951,Florida,Lakewood Park,2815,48
34952,Florida,Port St. Lucie,2831,49
34953,Florida,Port St. Lucie,2837,49
34956,Florida,Indiantown,2652,40
34957,Florida,Jensen Beach,2273,20
34972,Florida,Okeechobee,2554,34
34974,Florida,Okeechobee,2554,34
34981,Florida,Fort Pierce,2836,49
34982,Florida,Fort Pierce,3054,61
34983,Florida,Port St. Lucie,2840,50
34984,Florida,Port St. Lucie,2843,50
34986,Florida,Port St. Lucie,2831,49
34987,Florida,Port St. Lucie,2724,43
34990,Florida,Palm City,2627,38
34994,Florida,Stuart,2247,18
34996,Florida,Stuart,2265,19
34997,Florida,Stuart,2518,33
35004,Alabama,Moody,1790,-6
35005,Alabama,Adamsville,1834,-3
35006,Alabama,Adger,1869,-2
35007,Alabama,Alabaster,1461,-23
35010,Alabama,Alexander City,1631,-14
35013,Alabama,Allgood,2194,16
35014,Alabama,Alpine,2007,6
35015,Alabama,Alton,1948,3
35016,Alabama,Arab,2070,9
35019,Alabama,Baileyton,2206,16
35020,Alabama,Bessemer,1987,5
35022,Alabama,Bessemer,1818,-4
35023,Alabama,Hueytown,1831,-4
35031,Alabama,0,2142,13
35032,Alabama,Bon Air,1992,5
35033,Alabama,0,2254,19
35034,Alabama,Brent,2085,10
35035,Alabama,Brierfield,2018,6
35038,Alabama,Burnwell,2558,35
35040,Alabama,Calera,1587,-16
35041,Alabama,Cardiff,1790,-6
35042,Alabama,Centreville,2083,10
35043,Alabama,Chelsea,1465,-23
35044,Alabama,Childersburg,1958,3
35045,Alabama,Clanton,2005,6
35046,Alabama,0,1946,2
35048,Alabama,Clay,1876,-1
35049,Alabama,0,2109,11
35051,Alabama,Columbiana,1673,-12
35052,Alabama,Cook Springs,1943,2
35053,Alabama,0,2231,17
35054,Alabama,Cropwell,1961,3
35055,Alabama,Cullman,2096,10
35057,Alabama,Good Hope,2098,10
35058,Alabama,Fairview,2110,11
35060,Alabama,Docena,1966,4
35061,Alabama,Dolomite,1983,4
35062,Alabama,0,2004,6
35063,Alabama,0,2502,32
35064,Alabama,Fairfield,1948,3
35068,Alabama,Fultondale,1739,-8
35070,Alabama,Garden City,2212,16
35071,Alabama,Gardendale,1642,-14
35072,Alabama,0,1996,5
35073,Alabama,Graysville,1996,5
35074,Alabama,Green Pond,2046,8
35077,Alabama,Hanceville,2170,14
35078,Alabama,Harpersville,1732,-9
35079,Alabama,0,2110,11
35080,Alabama,Helena,1398,-26
35082,Alabama,Hollins,1991,5
35083,Alabama,Holly Pond,2174,14
35085,Alabama,Jemison,1851,-3
35087,Alabama,Joppa,2159,14
35089,Alabama,Kellyton,1928,2
35091,Alabama,Kimberly,1798,-5
35094,Alabama,Leeds,1596,-16
35096,Alabama,Lincoln,1944,2
35097,Alabama,Locust Fork,2246,18
35098,Alabama,0,2240,18
35111,Alabama,McCalla,1819,-4
35114,Alabama,Maylene,1532,-19
35115,Alabama,Montevallo,1619,-15
35116,Alabama,Morris,1840,-3
35117,Alabama,Mount Olive,1745,-8
35118,Alabama,Mulga,1998,5
35119,Alabama,New Castle,1793,-6
35120,Alabama,Argo,1910,1
35121,Alabama,Highland Lake,2089,10
35123,Alabama,Palmerdale,1838,-3
35124,Alabama,Pelham,1394,-27
35125,Alabama,Pell City,1868,-2
35126,Alabama,Pinson,1796,-5
35127,Alabama,Pleasant Grove,1797,-5
35128,Alabama,Pell City,1886,-1
35130,Alabama,Quinton,2468,30
35131,Alabama,0,2050,8
35133,Alabama,Remlap,2082,10
35135,Alabama,Riverside,1895,0
35136,Alabama,Rockford,1970,4
35137,Alabama,Saginaw,1680,-12
35139,Alabama,Sayre,1860,-2
35142,Alabama,Shannon,1796,-5
35143,Alabama,Shelby,1693,-11
35144,Alabama,Siluria,1674,-12
35146,Alabama,0,1851,-3
35147,Alabama,Sterrett,1656,-13
35148,Alabama,Sumiton,2443,29
35149,Alabama,Sycamore,1976,4
35150,Alabama,Sylacauga,1870,-2
35151,Alabama,0,1958,3
35160,Alabama,Talladega,1927,1
35171,Alabama,Thorsby,1939,2
35172,Alabama,Trafford,2243,18
35173,Alabama,Trussville,1572,-17
35175,Alabama,0,2037,7
35176,Alabama,Vandiver,1696,-11
35178,Alabama,Vincent,1778,-6
35179,Alabama,0,2149,13
35180,Alabama,Smoke Rise,1999,5
35181,Alabama,Watson,1832,-4
35182,Alabama,Wattsville,2045,8
35183,Alabama,Weogufka,2038,7
35184,Alabama,0,2082,10
35185,Alabama,Westover,1718,-10
35186,Alabama,0,1758,-7
35187,Alabama,Wilton,1792,-6
35188,Alabama,Woodstock,1987,5
35203,Alabama,Birmingham,1740,-8
35204,Alabama,Birmingham,1983,4
35205,Alabama,Birmingham,1635,-14
35206,Alabama,Birmingham,1914,1
35207,Alabama,Birmingham,2026,7
35208,Alabama,Birmingham,2050,8
35209,Alabama,Homewood,1521,-20
35210,Alabama,Irondale,1733,-9
35211,Alabama,Birmingham,1958,3
35212,Alabama,Birmingham,1851,-3
35213,Alabama,Mountain Brook,1583,-17
35214,Alabama,Birmingham,1950,3
35215,Alabama,Center Point,1895,0
35216,Alabama,Hoover,1502,-21
35217,Alabama,Tarrant,1954,3
35218,Alabama,Birmingham,2013,6
35221,Alabama,Birmingham,2052,8
35222,Alabama,Birmingham,1605,-15
35223,Alabama,Mountain Brook,1507,-21
35224,Alabama,Birmingham,2038,7
35226,Alabama,Birmingham,1541,-19
35228,Alabama,Birmingham,2024,7
35229,Alabama,Homewood,1656,-13
35233,Alabama,Birmingham,1693,-11
35234,Alabama,Birmingham,1918,1
35235,Alabama,Birmingham,1773,-7
35242,Alabama,Meadowbrook,1386,-27
35243,Alabama,Vestavia Hills,1511,-20
35244,Alabama,Hoover,1422,-25
35249,Alabama,Birmingham,1664,-12
35254,Alabama,Birmingham,1975,4
35294,Alabama,Birmingham,1811,-5
35401,Alabama,Tuscaloosa,1742,-8
35404,Alabama,Tuscaloosa,1729,-9
35405,Alabama,Tuscaloosa,1707,-10
35406,Alabama,Tuscaloosa,1689,-11
35440,Alabama,Abernant,1918,1
35441,Alabama,Akron,2189,15
35442,Alabama,0,2172,14
35443,Alabama,Boligee,2098,10
35444,Alabama,Brookwood,1831,-4
35446,Alabama,Buhl,1820,-4
35447,Alabama,Carrollton,2167,14
35448,Alabama,Clinton,2103,11
35452,Alabama,0,1753,-8
35453,Alabama,Cottondale,1804,-5
35456,Alabama,Duncanville,1750,-8
35457,Alabama,Echola,1817,-4
35458,Alabama,Elrod,1799,-5
35459,Alabama,Emelle,2132,12
35460,Alabama,Epes,2176,15
35461,Alabama,0,2133,12
35462,Alabama,Eutaw,2098,10
35463,Alabama,0,1846,-3
35464,Alabama,0,2159,14
35466,Alabama,0,2114,11
35468,Alabama,Kellerman,1880,-1
35469,Alabama,Knoxville,2042,8
35470,Alabama,Livingston,2121,12
35471,Alabama,Mc Shan,2234,18
35473,Alabama,Northport,1676,-12
35474,Alabama,0,1873,-1
35475,Alabama,Northport,1701,-10
35476,Alabama,Northport,1664,-12
35477,Alabama,Panola,2140,13
35478,Alabama,Peterson,1883,-1
35480,Alabama,Ralph,1784,-6
35481,Alabama,0,2193,15
35482,Alabama,Samantha,1794,-6
35487,Alabama,Tuscaloosa,1790,-6
35490,Alabama,Vance,1849,-3
35491,Alabama,West Greene,2028,7
35501,Alabama,Jasper,2513,32
35503,Alabama,Jasper,2501,32
35504,Alabama,Jasper,2479,31
35540,Alabama,0,2475,30
35541,Alabama,Arley,2549,34
35542,Alabama,Bankston,2297,21
35543,Alabama,0,2410,27
35544,Alabama,Beaverton,2398,26
35545,Alabama,Belk,2259,19
35546,Alabama,Berry,2372,25
35548,Alabama,Brilliant,2558,35
35549,Alabama,Carbon Hill,2690,42
35550,Alabama,Cordova,2630,38
35551,Alabama,Delmar,2638,39
35552,Alabama,Detroit,2495,31
35553,Alabama,0,2503,32
35554,Alabama,Eldridge,2645,39
35555,Alabama,Fayette,2332,23
35559,Alabama,Glen Allen,2323,22
35560,Alabama,Goodsprings,2536,34
35563,Alabama,Guin,2469,30
35564,Alabama,Hackleburg,2555,35
35565,Alabama,Haleyville,2397,26
35570,Alabama,Hamilton,2514,32
35571,Alabama,Hodges,2495,31
35572,Alabama,Houston,2602,37
35574,Alabama,Kennedy,2307,21
35575,Alabama,Lynn,2664,40
35576,Alabama,0,2297,21
35577,Alabama,Natural Bridge,2592,36
35578,Alabama,0,2621,38
35579,Alabama,0,2605,37
35580,Alabama,Parrish,2546,34
35581,Alabama,Phil Campbell,2455,29
35582,Alabama,Red Bay,2182,15
35584,Alabama,Sipsey,2471,30
35585,Alabama,Spruce Pine,2498,32
35586,Alabama,Sulligent,2365,25
35587,Alabama,0,2760,45
35592,Alabama,Vernon,2272,20
35593,Alabama,Vina,2370,25
35594,Alabama,0,2289,21
35601,Alabama,Decatur,1880,-1
35603,Alabama,Decatur,1798,-5
35610,Alabama,Anderson,2230,17
35611,Alabama,Athens,1786,-6
35613,Alabama,0,1735,-9
35614,Alabama,0,1890,0
35615,Alabama,Belle Mina,1919,1
35616,Alabama,Cherokee,2355,24
35617,Alabama,Cloverdale,2211,16
35618,Alabama,Courtland,2429,28
35619,Alabama,0,2145,13
35620,Alabama,Elkmont,1920,1
35621,Alabama,0,2040,7
35622,Alabama,Falkville,2040,7
35630,Alabama,Florence,2017,6
35632,Alabama,Florence,2137,13
35633,Alabama,Florence,2114,11
35634,Alabama,0,2110,11
35640,Alabama,Hartselle,1842,-3
35643,Alabama,0,2370,25
35645,Alabama,0,2107,11
35646,Alabama,0,2198,16
35647,Alabama,Lester,1910,1
35648,Alabama,Lexington,2208,16
35649,Alabama,Mooresville,1896,0
35650,Alabama,Moulton,2338,23
35651,Alabama,0,2293,21
35652,Alabama,Rogersville,2198,16
35653,Alabama,Russellville,2356,24
35654,Alabama,Russellville,2347,24
35660,Alabama,Sheffield,2020,6
35661,Alabama,Muscle Shoals,2008,6
35670,Alabama,0,1873,-1
35671,Alabama,Tanner,1983,4
35672,Alabama,Town Creek,2322,22
35673,Alabama,0,2268,19
35674,Alabama,Tuscumbia,2028,7
35677,Alabama,0,2223,17
35739,Alabama,Ardmore,1875,-1
35740,Alabama,Bridgeport,2138,13
35741,Alabama,Brownsboro,1665,-12
35742,Alabama,Capshaw,1811,-5
35744,Alabama,Dutton,2057,8
35745,Alabama,Estillfork,2331,23
35746,Alabama,Fackler,2172,14
35747,Alabama,0,2078,9
35748,Alabama,Gurley,1872,-1
35749,Alabama,Harvest,1688,-11
35750,Alabama,Hazel Green,1809,-5
35751,Alabama,Hollytree,2182,15
35752,Alabama,Hollywood,2201,16
35754,Alabama,0,1911,1
35755,Alabama,Langston,2284,20
35756,Alabama,Madison,1798,-5
35757,Alabama,Madison,1601,-16
35758,Alabama,Madison,1578,-17
35759,Alabama,Meridianville,1811,-5
35760,Alabama,New Hope,1850,-3
35761,Alabama,0,1849,-3
35762,Alabama,Normal,1915,1
35763,Alabama,Owens Cross Roads,1696,-11
35764,Alabama,Paint Rock,2339,23
35765,Alabama,Pisgah,2175,15
35766,Alabama,Princeton,2360,24
35767,Alabama,Ryland,1905,0
35768,Alabama,Scottsboro,2181,15
35769,Alabama,Scottsboro,2024,7
35771,Alabama,0,2081,10
35772,Alabama,Stevenson,2145,13
35773,Alabama,Toney,1766,-7
35774,Alabama,Trenton,2326,22
35775,Alabama,Valhermoso Springs,1926,1
35776,Alabama,Woodville,2085,10
35801,Alabama,Huntsville,1679,-12
35802,Alabama,Huntsville,1726,-9
35803,Alabama,Huntsville,1719,-9
35805,Alabama,Huntsville,1822,-4
35806,Alabama,Huntsville,1736,-9
35808,Alabama,Huntsville,1836,-3
35810,Alabama,Huntsville,1781,-6
35811,Alabama,Huntsville,1799,-5
35813,Alabama,Huntsville,1819,-4
35816,Alabama,Huntsville,1756,-8
35824,Alabama,Huntsville,1776,-6
35896,Alabama,Huntsville,1798,-5
35899,Alabama,Huntsville,1774,-7
35901,Alabama,Gadsden,1997,5
35903,Alabama,Gadsden,2019,6
35904,Alabama,Gadsden,1990,5
35905,Alabama,Glencoe,1938,2
35906,Alabama,Rainbow City,1940,2
35907,Alabama,Southside,1954,3
35950,Alabama,Albertville,2176,15
35951,Alabama,Albertville,2144,13
35952,Alabama,Walnut Grove,2225,17
35953,Alabama,Ashville,2131,12
35954,Alabama,Attalla,2091,10
35956,Alabama,Boaz,2252,19
35957,Alabama,Boaz,2254,19
35958,Alabama,Bryant,2169,14
35959,Alabama,Cedar Bluff,2251,19
35960,Alabama,Centre,2235,18
35961,Alabama,0,2098,10
35962,Alabama,Crossville,2069,9
35963,Alabama,Dawson,2317,22
35966,Alabama,Flat Rock,2269,19
35967,Alabama,Fort Payne,2042,8
35968,Alabama,Fort Payne,2052,8
35971,Alabama,Powell,2169,14
35972,Alabama,Gallant,2178,15
35973,Alabama,Gaylesville,2161,14
35974,Alabama,Geraldine,2296,21
35975,Alabama,Groveoak,2234,18
35976,Alabama,Guntersville,2118,12
35978,Alabama,Henagar,2319,22
35979,Alabama,Higdon,2356,24
35980,Alabama,Horton,2213,17
35981,Alabama,0,2235,18
35983,Alabama,0,2048,8
35984,Alabama,Mentone,2189,15
35986,Alabama,Rainsville,2185,15
35987,Alabama,Steele,2122,12
35988,Alabama,Sylvania,2226,17
35989,Alabama,Hammondville,2140,13
36003,Alabama,0,1868,-2
36005,Alabama,Banks,1964,3
36006,Alabama,Billingsley,1935,2
36008,Alabama,Booth,1899,0
36009,Alabama,0,1954,3
36010,Alabama,Brundidge,2029,7
36013,Alabama,Cecil,1730,-9
36015,Alabama,Chapman,2048,8
36016,Alabama,0,2045,8
36017,Alabama,0,2150,13
36020,Alabama,Coosada,1690,-11
36022,Alabama,Deatsville,1569,-17
36023,Alabama,East Tallassee,1616,-15
36024,Alabama,0,1719,-9
36025,Alabama,Elmore,1677,-12
36026,Alabama,Equality,1877,-1
36027,Alabama,Eufaula,1898,0
36028,Alabama,Dozier,2143,13
36029,Alabama,0,1974,4
36030,Alabama,Forest Home,2104,11
36032,Alabama,Fort Deposit,2245,18
36033,Alabama,Georgiana,2035,7
36034,Alabama,Glenwood,2007,6
36035,Alabama,Goshen,1875,-1
36036,Alabama,Grady,1738,-8
36037,Alabama,Greenville,1995,5
36038,Alabama,Gantt,2361,24
36039,Alabama,Hardaway,2142,13
36040,Alabama,Gordonville,2238,18
36041,Alabama,Highland Home,1893,0
36042,Alabama,Honoraville,1921,1
36043,Alabama,Montgomery,1780,-6
36045,Alabama,Kent,1788,-6
36046,Alabama,Lapine,1999,5
36047,Alabama,Letohatchee,2449,29
36048,Alabama,0,2081,10
36049,Alabama,Luverne,1879,-1
36051,Alabama,Marbury,1799,-5
36052,Alabama,Mathews,1719,-9
36053,Alabama,0,2081,10
36054,Alabama,Coosada,1684,-11
36061,Alabama,Perote,2061,9
36062,Alabama,Petrey,1903,0
36064,Alabama,Pike Road,1675,-12
36066,Alabama,Prattville,1727,-9
36067,Alabama,Prattville,1658,-13
36069,Alabama,0,1784,-6
36071,Alabama,Rutledge,1976,4
36075,Alabama,Shorter,2054,8
36078,Alabama,Tallassee,1734,-9
36079,Alabama,Troy,1832,-4
36080,Alabama,0,1712,-10
36081,Alabama,Troy,1776,-6
36082,Alabama,Troy,1793,-6
36083,Alabama,Tuskegee,2099,11
36088,Alabama,Tuskegee Institute,2071,9
36089,Alabama,Union Springs,2305,21
36091,Alabama,0,1968,4
36092,Alabama,Holtville,1685,-11
36093,Alabama,Emerald Mountain,1707,-10
36104,Alabama,Montgomery,1672,-12
36105,Alabama,Montgomery,1695,-11
36106,Alabama,Montgomery,1607,-15
36107,Alabama,Montgomery,1652,-13
36108,Alabama,Montgomery,1722,-9
36109,Alabama,Montgomery,1562,-18
36110,Alabama,Montgomery,1650,-13
36111,Alabama,Montgomery,1596,-16
36112,Alabama,Maxwell Air Force Base,1720,-9
36113,Alabama,Montgomery,1637,-14
36114,Alabama,Maxwell Air Force Base  Gunter Annex,1650,-13
36115,Alabama,Montgomery,1605,-15
36116,Alabama,Montgomery,1598,-16
36117,Alabama,Montgomery,1550,-18
36119,Alabama,Montgomery,1647,-13
36201,Alabama,Anniston,2025,7
36203,Alabama,Oxford,1869,-2
36205,Alabama,Anniston,1918,1
36206,Alabama,Saks,1898,0
36207,Alabama,Anniston,1860,-2
36250,Alabama,Alexandria,1946,2
36251,Alabama,Ashland,2030,7
36253,Alabama,Bynum,2045,8
36255,Alabama,Cragford,1941,2
36256,Alabama,New Site,1678,-12
36257,Alabama,De Armanville,2011,6
36258,Alabama,Delta,2073,9
36260,Alabama,Eastaboga,1973,4
36262,Alabama,Edwardsville,2052,8
36263,Alabama,Graham,2072,9
36264,Alabama,Heflin,1930,2
36265,Alabama,Jacksonville,1941,2
36266,Alabama,Lineville,1973,4
36267,Alabama,Millerville,1981,4
36268,Alabama,0,1864,-2
36269,Alabama,Muscadine,2229,17
36271,Alabama,Ohatchee,2051,8
36272,Alabama,Piedmont,2264,19
36273,Alabama,0,1920,1
36274,Alabama,Roanoke,2127,12
36275,Alabama,Spring Garden,2296,21
36276,Alabama,0,2085,10
36277,Alabama,Weaver,1909,1
36278,Alabama,0,2088,10
36279,Alabama,Wellington,2092,10
36280,Alabama,0,2117,11
36301,Alabama,Dothan,1994,5
36303,Alabama,Dothan,1991,5
36305,Alabama,Dothan,1939,2
36310,Alabama,Abbeville,2086,10
36311,Alabama,0,2107,11
36312,Alabama,Ashford,2096,10
36313,Alabama,Bellwood,2313,22
36314,Alabama,Black,2356,24
36316,Alabama,Chancellor,2228,17
36317,Alabama,Clopton,2337,23
36318,Alabama,Coffee Springs,2211,16
36319,Alabama,0,2174,14
36320,Alabama,0,2186,15
36321,Alabama,Cowarts,2086,10
36322,Alabama,Daleville,2200,16
36323,Alabama,Elba,2139,13
